#MPHA.GSTICS.IEEETimeStr	MPQ	MASS	cal
1993-012T16:52:45.100	14.866	15.690	
1993-012T20:37:02.600	15.935	15.690	
1993-012T17:09:20.300	15.935	15.690	
1993-012T17:17:48.500	15.935	15.690	
1993-012T20:19:42.000	15.935	15.690	
1993-012T17:20:13.600	15.935	15.690	
1993-012T20:26:57.600	15.935	15.690	
1993-012T17:09:44.500	15.935	15.690	
1993-012T17:19:25.300	15.935	15.690	
1993-012T17:34:20.500	15.935	15.690	
1993-012T20:54:47.300	15.935	15.690	
1993-012T20:24:32.400	15.935	15.690	
1993-012T20:39:52.000	15.935	15.690	
1993-033T21:09:55.100	15.935	15.690	
1993-012T20:52:22.100	15.935	15.690	
1993-012T21:03:39.700	15.935	15.690	
1993-012T16:56:50.300	15.935	15.690	
1993-012T17:48:51.500	15.935	15.690	
1993-012T16:56:50.300	15.935	15.690	
1993-012T17:09:44.500	15.935	15.690	
1993-012T17:01:40.600	15.935	15.690	
1993-012T16:56:26.000	15.935	15.690	
1993-012T17:15:47.500	15.935	15.690	
1993-012T21:06:04.900	15.935	15.690	
1993-012T20:41:04.600	15.935	15.690	
1993-033T20:27:33.100	15.935	15.690	
1993-033T21:18:23.500	15.935	15.690	
1993-012T17:37:58.300	15.935	15.690	
1993-033T21:18:47.700	15.935	15.690	
1993-033T20:16:15.300	15.935	15.690	
1993-012T17:28:17.600	15.935	15.690	
1993-012T17:09:20.300	15.935	15.690	
1993-012T17:10:08.700	15.935	15.690	
1993-033T20:42:28.900	15.935	15.690	
1993-033T20:58:58.400	16.565	15.680	
1993-033T21:14:21.400	16.450	15.680	
1993-012T16:57:11.300	16.565	15.680	
1993-012T20:49:57.000	16.450	15.680	
1993-012T17:33:56.300	13.794	15.680	
1993-012T17:56:55.500	10.679	15.680	
1993-033T21:22:25.600	16.450	15.680	
1993-033T21:02:39.300	16.450	15.680	
1993-012T20:17:16.800	16.450	15.680	
1993-012T20:37:26.800	16.450	15.680	
1993-012T20:28:10.200	16.450	15.680	
1993-033T20:52:31.100	16.565	15.680	
1993-012T20:18:53.600	16.450	15.680	
1993-012T16:58:27.000	16.450	15.680	
1993-012T17:02:56.200	6.8090	15.680	
1993-033T21:28:50.100	16.565	15.680	
1993-012T21:14:33.100	16.450	15.680	
1993-012T17:53:14.600	16.565	15.680	
1993-012T17:04:54.100	16.450	15.680	
1993-012T17:02:04.800	13.794	15.680	
1993-012T17:39:59.200	16.450	15.680	
1993-012T20:04:46.600	13.794	15.680	
1993-012T21:10:55.300	13.794	15.680	
1993-033T20:28:45.800	10.679	15.680	
1993-012T20:25:17.800	16.565	15.680	
1993-012T17:12:58.100	13.794	15.680	
1993-012T17:14:34.900	13.794	15.680	
1993-012T20:24:05.200	16.565	15.680	
1993-012T20:21:43.000	16.450	15.680	
1993-012T16:57:38.600	16.450	15.680	
1993-012T20:12:53.600	7.5460	15.680	
1993-012T17:31:31.100	16.450	15.680	
1993-012T20:43:54.000	13.794	15.680	
1993-012T17:27:29.100	16.450	15.680	
1993-012T16:58:30.000	12.468	15.680	
1993-012T20:17:41.000	16.450	15.680	
1993-012T17:08:10.800	8.9250	15.680	
1993-012T17:40:47.600	16.450	15.680	
1993-012T20:20:06.200	16.450	15.680	
1993-012T17:41:14.800	7.5460	15.680	
1993-012T17:52:05.100	16.450	15.680	
1993-033T20:19:32.000	7.5460	15.680	
1993-012T20:23:19.800	16.450	15.680	
1993-012T20:59:13.500	16.450	15.680	
1993-012T20:28:10.200	16.450	15.680	
1993-012T20:04:01.300	8.9250	15.680	
1993-012T17:19:25.300	16.450	15.680	
1993-033T20:56:12.000	16.450	15.680	
1993-012T20:57:36.700	16.450	15.680	
1993-033T20:16:18.300	7.5460	15.680	
1993-012T20:32:12.200	16.450	15.680	
1993-033T21:15:34.100	16.450	15.680	
1993-012T20:43:05.600	16.450	15.680	
1993-012T17:00:31.000	12.468	15.680	
1993-012T20:36:14.200	16.450	15.680	
1993-012T21:01:14.500	16.450	15.680	
1993-012T16:49:58.900	16.450	15.680	
1993-012T17:26:40.800	16.450	15.680	
1993-012T17:22:11.500	17.226	15.660	
1993-012T20:25:42.000	7.9710	15.660	
1993-012T17:05:45.600	13.571	15.660	
1993-012T16:56:53.300	13.571	15.660	
1993-012T17:31:03.800	17.226	15.660	
1993-012T21:06:56.400	13.571	15.660	
1993-012T17:21:05.000	21.802	15.660	
1993-012T16:59:42.600	13.571	15.660	
1993-012T16:56:53.300	13.571	15.660	
1993-012T17:37:06.800	7.9710	15.660	
1993-012T17:00:03.800	15.427	15.650	
1993-012T16:54:00.800	15.427	15.650	
1993-012T17:16:35.800	15.427	15.650	
1993-012T20:47:31.800	15.427	15.650	
1993-012T17:58:08.000	15.427	15.650	
1993-012T20:35:50.000	15.427	15.650	
1993-012T17:37:09.900	15.427	15.650	
1993-012T20:26:09.300	15.427	15.650	
1993-012T20:29:22.800	15.427	15.650	
1993-012T17:09:23.300	14.204	15.650	
1993-033T21:21:40.300	14.204	15.650	
1993-012T17:13:49.500	14.204	15.650	
1993-012T20:16:28.400	15.427	15.650	
1993-012T17:33:56.300	15.427	15.650	
1993-033T20:57:03.500	14.204	15.650	
1993-012T20:43:54.000	15.427	15.650	
1993-012T21:09:18.500	15.427	15.650	
1993-012T20:26:57.600	15.427	15.650	
1993-033T20:58:40.300	14.204	15.650	
1993-012T20:45:33.800	14.204	15.650	
1993-012T17:37:34.100	15.427	15.650	
1993-012T21:11:43.600	15.427	15.650	
1993-012T20:29:25.800	14.204	15.650	
1993-012T20:23:19.800	15.427	15.650	
1993-012T17:08:07.800	15.427	15.650	
1993-012T20:28:34.400	15.427	15.650	
1993-012T17:17:48.500	15.427	15.650	
1993-012T20:57:12.500	18.229	15.650	
1993-012T20:39:27.800	15.427	15.650	
1993-012T17:01:19.400	11.527	15.650	
1993-012T16:51:35.700	15.427	15.650	
1993-012T17:49:15.700	15.427	15.650	
1993-012T16:58:27.000	15.427	15.650	
1993-012T17:56:07.000	15.427	15.650	
1993-012T17:42:48.600	15.427	15.650	
1993-012T21:02:54.400	14.204	15.650	
1993-012T20:23:44.000	15.427	15.650	
1993-012T20:23:47.000	14.204	15.650	
1993-033T20:28:21.600	8.4210	15.640	
1993-012T20:20:30.400	8.4210	15.640	
1993-033T20:46:52.100	15.917	15.630	
1993-033T20:52:34.100	16.974	15.630	
1993-012T20:29:01.600	16.603	15.630	
1993-012T16:51:08.400	15.917	15.630	
1993-033T20:20:17.400	16.974	15.630	
1993-012T17:41:57.100	15.917	15.630	
1993-012T17:18:36.800	16.974	15.630	
1993-012T17:15:50.500	16.603	15.630	
1993-012T17:34:17.400	15.917	15.630	
1993-012T17:29:30.100	8.2970	15.630	
1993-012T18:03:22.600	16.974	15.630	
1993-012T18:09:25.600	16.974	15.630	
1993-012T17:18:15.600	16.603	15.630	
1993-012T17:02:01.700	15.917	15.630	
1993-012T20:51:54.900	15.917	15.630	
1993-033T20:19:53.200	16.974	15.630	
1993-012T17:32:46.700	16.603	15.630	
1993-012T20:37:29.800	16.603	15.630	
1993-012T17:34:41.600	15.917	15.630	
1993-012T20:37:29.800	16.603	15.630	
1993-012T17:14:07.600	15.917	15.630	
1993-012T17:17:45.300	15.917	15.630	
1993-033T20:27:12.000	16.603	15.630	
1993-012T17:34:23.500	16.603	15.630	
1993-012T20:10:04.300	16.603	15.630	
1993-012T20:45:33.800	16.603	15.630	
1993-012T20:32:12.200	16.974	15.630	
1993-012T20:28:10.200	16.974	15.630	
1993-012T16:50:23.100	16.974	15.630	
1993-012T21:10:10.000	16.603	15.630	
1993-012T16:57:11.300	15.917	15.630	
1993-012T20:20:30.400	16.974	15.630	
1993-033T21:12:17.300	15.917	15.630	
1993-012T20:59:40.700	16.603	15.630	
1993-012T16:53:36.600	8.5470	15.630	
1993-012T17:36:21.500	16.974	15.630	
1993-012T20:53:07.500	15.917	15.630	
1993-012T17:10:54.000	15.917	15.630	
1993-012T17:20:34.700	15.917	15.630	
1993-012T17:16:32.800	15.917	15.630	
1993-012T17:45:41.000	10.983	15.630	
1993-012T16:51:08.400	15.917	15.630	
1993-012T17:42:27.400	16.603	15.630	
1993-012T21:03:42.800	16.603	15.630	
1993-012T17:05:42.600	8.1730	15.620	
1993-012T21:02:51.300	8.1730	15.620	
1993-033T20:19:29.000	8.1730	15.620	
1993-033T21:19:33.100	15.073	15.610	
1993-012T20:08:45.600	15.073	15.610	
1993-033T20:33:33.300	15.073	15.610	
1993-012T17:39:07.800	15.073	15.610	
1993-012T20:47:52.900	15.073	15.610	
1993-012T17:58:29.200	15.073	15.610	
1993-012T20:41:53.000	7.3350	15.600	
1993-012T16:55:37.600	7.3350	15.600	
1993-033T20:22:45.600	7.3580	15.590	
1993-033T20:55:23.600	8.0510	15.590	
1993-012T20:35:22.800	9.5640	15.590	
1993-012T17:43:40.000	12.953	15.590	
1993-012T20:47:59.000	7.3580	15.590	
1993-012T20:20:54.600	8.0510	15.590	
1993-012T20:37:48.000	17.900	15.590	
1993-012T17:19:01.000	14.114	15.580	
1993-033T21:28:28.800	14.114	15.580	
1993-012T16:58:51.200	14.114	15.580	
1993-012T17:20:37.800	5.4870	15.580	
1993-012T17:16:11.600	14.114	15.580	
1993-033T20:25:32.100	14.928	15.570	
1993-012T20:22:55.600	14.928	15.570	
1993-012T17:23:27.200	14.928	15.570	
1993-033T21:33:40.500	13.850	15.570	
1993-012T17:08:56.100	14.928	15.570	
1993-012T20:39:30.800	17.586	15.570	
1993-012T17:08:07.800	7.9290	15.570	
1993-012T16:58:48.100	8.2780	15.550	
1993-012T20:53:59.000	5.6910	15.550	
1993-012T17:00:24.900	8.2780	15.550	
1993-012T20:33:21.800	8.2780	15.550	
1993-012T17:26:37.600	8.2780	15.550	
1993-012T20:17:16.800	17.507	15.540	
1993-033T21:10:22.300	15.648	15.530	
1993-012T17:45:16.800	14.852	15.530	
1993-033T20:44:57.200	15.648	15.530	
1993-012T17:05:18.300	7.8090	15.530	
1993-012T20:23:47.000	15.648	15.530	
1993-012T21:21:51.700	15.648	15.530	
1993-012T16:51:14.500	15.648	15.530	
1993-012T20:44:21.100	15.648	15.530	
1993-012T20:49:35.800	15.648	15.530	
1993-012T20:58:04.000	15.648	15.530	
1993-012T17:11:24.300	8.2210	15.530	
1993-012T17:25:31.200	15.648	15.530	
1993-012T18:00:54.400	14.050	15.530	
1993-012T17:27:56.300	15.648	15.530	
1993-012T16:54:28.100	15.648	15.530	
1993-012T20:13:42.100	14.852	15.530	
1993-012T20:40:19.200	14.852	15.530	
1993-012T17:57:46.800	14.852	15.530	
1993-012T21:19:26.500	15.648	15.530	
1993-012T17:08:10.800	15.648	15.530	
1993-012T16:59:42.600	15.648	15.530	
1993-012T20:41:07.600	15.648	15.530	
1993-033T20:17:31.000	14.852	15.530	
1993-012T17:51:43.900	14.852	15.530	
1993-012T17:00:55.200	14.852	15.530	
1993-012T20:16:31.500	15.648	15.530	
1993-012T20:18:08.300	14.852	15.530	
1993-033T21:19:39.300	14.852	15.530	
1993-012T17:09:23.300	15.648	15.530	
1993-012T17:57:22.600	14.852	15.530	
1993-012T17:06:34.000	15.648	15.530	
1993-012T16:52:27.100	15.648	15.530	
1993-012T17:14:37.900	15.648	15.530	
1993-033T21:15:37.100	15.648	15.530	
1993-012T20:49:35.800	14.852	15.530	
1993-012T20:59:40.700	15.648	15.530	
1993-012T17:31:10.000	15.648	15.530	
1993-012T16:49:13.500	15.648	15.530	
1993-012T17:46:23.300	14.050	15.530	
1993-012T20:29:25.800	14.852	15.530	
1993-012T17:52:56.500	14.852	15.530	
1993-033T21:19:39.300	15.648	15.530	
1993-033T20:25:10.900	14.852	15.530	
1993-012T17:00:49.100	14.050	15.530	
1993-012T20:37:29.800	15.648	15.530	
1993-033T20:34:03.500	8.2210	15.530	
1993-012T17:31:34.100	8.2210	15.530	
1993-012T21:22:15.900	15.648	15.530	
1993-012T17:31:58.300	15.648	15.530	
1993-033T21:01:29.800	14.852	15.530	
1993-012T21:18:14.000	15.648	15.530	
1993-012T20:49:35.800	15.648	15.530	
1993-033T20:42:01.700	12.113	15.530	
1993-033T21:02:18.200	15.648	15.530	
1993-012T17:38:49.700	15.648	15.530	
1993-012T16:49:34.700	7.8090	15.530	
1993-012T16:48:25.100	15.648	15.530	
1993-033T20:35:16.100	15.648	15.530	
1993-012T21:03:18.600	15.648	15.530	
1993-012T20:20:09.300	15.648	15.530	
1993-012T17:19:04.000	15.648	15.530	
1993-012T20:18:26.400	15.282	15.520	
1993-012T17:19:04.000	8.0250	15.520	
1993-012T20:43:02.500	16.784	15.520	
1993-012T17:26:43.800	6.8990	15.520	
1993-012T16:54:46.100	16.784	15.520	
1993-012T20:07:14.900	6.8990	15.520	
1993-012T20:58:46.300	15.282	15.520	
1993-012T17:42:45.500	15.282	15.520	
1993-033T20:22:21.500	8.0250	15.520	
1993-012T17:26:13.500	8.1240	15.520	
1993-012T20:08:45.600	16.784	15.520	
1993-012T20:26:36.400	8.0250	15.520	
1993-012T20:16:49.600	16.784	15.520	
1993-012T20:34:34.300	16.784	15.520	
1993-012T17:22:35.700	8.1240	15.520	
1993-012T17:00:52.200	12.403	15.520	
1993-012T16:54:00.800	12.403	15.520	
1993-012T17:34:41.600	8.1240	15.520	
1993-012T17:20:58.900	8.1240	15.520	
1993-012T20:08:03.300	8.4190	15.510	
1993-012T17:54:51.400	16.132	15.500	
1993-012T21:22:34.000	16.132	15.500	
1993-012T20:24:05.200	16.132	15.500	
1993-033T20:35:34.300	16.132	15.500	
1993-033T20:18:37.500	16.132	15.500	
1993-033T20:27:30.100	16.132	15.500	
1993-012T20:13:11.800	16.132	15.500	
1993-012T17:34:41.600	16.132	15.500	
1993-012T17:42:45.500	16.132	15.500	
1993-012T20:32:33.300	16.132	15.500	
1993-012T16:49:55.800	16.132	15.500	
1993-012T20:18:50.600	16.132	15.500	
1993-012T18:08:37.200	10.399	15.500	
1993-012T20:21:15.800	16.132	15.500	
1993-012T17:38:43.600	16.132	15.500	
1993-012T20:39:49.000	16.132	15.500	
1993-012T20:49:53.900	16.132	15.500	
1993-033T20:11:21.800	16.132	15.500	
1993-012T20:38:36.300	16.132	15.500	
1993-012T17:08:04.600	16.132	15.500	
1993-012T17:19:28.300	7.8320	15.490	
1993-012T17:55:39.800	14.252	15.490	
1993-012T20:40:19.200	7.8320	15.490	
1993-012T20:41:01.500	14.252	15.490	
1993-012T20:26:12.300	7.8320	15.490	
1993-012T17:45:41.000	7.8320	15.490	
1993-012T16:58:05.800	7.8320	15.490	
1993-012T17:23:48.300	14.252	15.490	
1993-033T21:13:30.000	14.252	15.490	
1993-033T21:04:37.400	14.252	15.490	
1993-012T18:05:50.800	7.8320	15.490	
1993-012T20:19:45.000	7.8320	15.490	
1993-033T20:36:22.700	19.052	15.490	
1993-012T20:52:43.300	17.449	15.480	
1993-012T20:20:27.400	17.449	15.480	
1993-033T20:25:56.300	11.086	15.480	
1993-012T17:13:46.500	7.6890	15.480	
1993-012T20:25:20.800	7.6890	15.480	
1993-033T20:21:57.300	7.1730	15.480	
1993-012T20:24:56.600	13.322	15.460	
1993-033T20:57:24.600	14.436	15.450	
1993-012T21:10:31.100	14.436	15.450	
1993-033T20:59:01.500	14.436	15.450	
1993-012T21:10:55.300	14.436	15.450	
1993-033T20:52:58.300	14.436	15.450	
1993-012T20:04:25.500	7.6400	15.440	
1993-012T20:44:45.400	7.6400	15.440	
1993-012T17:08:59.100	7.6400	15.440	
1993-012T16:57:41.600	7.6400	15.440	
1993-012T17:13:25.300	7.6400	15.440	
1993-012T17:10:05.600	14.455	15.430	
1993-012T17:41:33.000	14.455	15.430	
1993-012T17:37:55.100	14.455	15.430	
1993-012T20:45:27.700	14.455	15.430	
1993-012T21:00:01.900	7.5700	15.430	
1993-012T16:57:38.600	19.528	15.430	
1993-012T18:13:48.700	11.743	15.430	
1993-012T17:18:58.000	10.242	15.430	
1993-012T17:32:40.600	11.743	15.430	
1993-012T20:23:47.000	13.447	15.420	
1993-012T20:14:06.300	13.447	15.420	
1993-012T20:32:09.100	15.492	15.420	
1993-012T20:15:37.000	15.492	15.420	
1993-033T21:10:40.500	15.492	15.420	
1993-012T17:12:55.000	15.492	15.420	
1993-012T18:14:37.100	15.492	15.420	
1993-012T17:09:41.400	15.492	15.420	
1993-012T16:57:17.500	13.447	15.420	
1993-012T21:14:36.100	13.447	15.420	
1993-012T17:19:52.500	13.447	15.420	
1993-012T17:22:41.800	13.447	15.420	
1993-033T20:25:35.100	13.447	15.420	
1993-033T21:09:09.700	13.447	15.420	
1993-012T17:21:05.000	13.447	15.420	
1993-012T17:34:44.700	16.277	15.410	
1993-012T17:04:54.100	16.277	15.410	
1993-033T20:35:13.100	16.277	15.410	
1993-012T17:14:10.700	16.277	15.410	
1993-012T20:49:08.500	16.277	15.410	
1993-033T20:34:48.900	16.277	15.410	
1993-012T20:59:37.700	15.764	15.410	
1993-012T20:18:29.500	16.277	15.410	
1993-012T16:52:48.300	16.277	15.410	
1993-012T20:21:43.000	16.277	15.410	
1993-012T17:05:18.300	16.277	15.410	
1993-012T20:51:09.500	16.277	15.410	
1993-012T16:52:48.300	16.277	15.410	
1993-012T20:33:49.000	15.764	15.410	
1993-012T17:38:22.500	15.764	15.410	
1993-012T17:21:26.200	15.764	15.410	
1993-012T17:45:13.800	15.764	15.410	
1993-012T20:24:32.400	16.277	15.410	
1993-012T17:12:58.100	15.764	15.410	
1993-012T17:01:16.400	16.277	15.410	
1993-012T16:53:12.500	15.764	15.410	
1993-033T20:43:17.300	16.277	15.410	
1993-012T17:02:53.200	16.277	15.410	
1993-012T20:32:12.200	15.764	15.410	
1993-033T21:04:16.200	16.277	15.410	
1993-012T20:38:39.400	16.277	15.410	
1993-012T17:54:06.100	16.277	15.410	
1993-012T16:55:37.600	16.277	15.410	
1993-033T21:03:52.000	16.277	15.410	
1993-012T17:35:33.100	16.277	15.410	
1993-012T19:47:02.000	16.277	15.410	
1993-012T20:37:26.800	15.764	15.410	
1993-012T20:18:05.200	16.277	15.410	
1993-012T17:22:14.600	16.277	15.410	
1993-033T21:12:20.400	16.277	15.410	
1993-012T17:22:38.800	16.277	15.410	
1993-012T17:33:07.900	15.764	15.410	
1993-033T20:14:38.500	16.277	15.410	
1993-012T17:36:45.700	16.277	15.410	
1993-012T20:40:16.100	16.277	15.410	
1993-012T20:39:52.000	16.277	15.410	
1993-012T21:12:56.300	16.277	15.410	
1993-012T21:04:28.100	16.277	15.410	
1993-033T20:11:24.800	16.277	15.410	
1993-033T20:58:13.100	15.764	15.410	
1993-012T17:33:07.900	15.764	15.410	
1993-012T17:35:57.300	15.764	15.410	
1993-012T20:37:51.000	15.764	15.410	
1993-012T17:38:01.300	16.465	15.410	
1993-012T17:10:57.100	15.764	15.410	
1993-012T17:07:43.500	16.277	15.410	
1993-012T17:55:21.600	16.465	15.410	
1993-012T17:12:58.100	15.764	15.410	
1993-033T21:21:40.300	16.465	15.410	
1993-012T17:07:43.500	16.277	15.410	
1993-012T16:50:50.300	16.465	15.410	
1993-012T17:17:03.100	16.465	15.410	
1993-012T17:13:01.100	16.465	15.410	
1993-012T20:17:19.800	16.465	15.410	
1993-033T20:42:04.700	15.764	15.410	
1993-012T16:58:02.800	15.764	15.410	
1993-012T17:16:14.600	16.465	15.410	
1993-033T21:14:00.300	16.465	15.410	
1993-012T20:31:26.800	16.465	15.410	
1993-012T17:29:33.100	14.077	15.410	
1993-012T20:51:57.900	15.764	15.410	
1993-012T17:21:05.000	16.465	15.410	
1993-012T17:19:52.500	16.465	15.410	
1993-012T21:04:31.200	16.465	15.410	
1993-012T20:41:07.600	16.465	15.410	
1993-012T20:18:08.300	16.465	15.410	
1993-012T20:20:09.300	16.465	15.410	
1993-012T17:22:38.800	15.764	15.410	
1993-012T16:56:50.300	15.764	15.410	
1993-033T20:52:34.100	15.764	15.410	
1993-012T16:56:29.000	16.465	15.410	
1993-012T20:41:07.600	16.465	15.410	
1993-012T17:31:58.300	16.465	15.410	
1993-033T21:20:03.400	16.465	15.410	
1993-012T17:19:49.500	15.764	15.410	
1993-012T17:35:11.900	16.465	15.410	
1993-012T17:38:01.300	16.465	15.410	
1993-012T18:13:51.800	15.764	15.410	
1993-012T17:50:04.100	15.764	15.410	
1993-033T20:19:56.200	16.465	15.410	
1993-012T20:50:48.300	16.465	15.410	
1993-012T20:28:13.200	16.465	15.410	
1993-033T20:37:41.400	16.465	15.410	
1993-012T16:58:05.800	16.465	15.410	
1993-033T21:12:17.300	6.8010	15.400	
1993-012T17:41:36.000	13.636	15.390	
1993-012T20:26:06.100	21.464	15.390	
1993-012T20:10:28.500	11.412	15.390	
1993-033T20:16:39.500	13.636	15.390	
1993-012T17:01:40.600	18.047	15.390	
1993-012T20:49:57.000	15.260	15.370	
1993-012T20:31:48.000	15.260	15.370	
1993-033T20:35:40.400	9.8730	15.370	
1993-033T20:44:08.800	9.8730	15.370	
1993-033T21:09:30.900	7.4520	15.370	
1993-012T17:55:45.900	7.4520	15.370	
1993-012T20:30:11.200	15.260	15.370	
1993-012T17:38:22.500	16.799	15.370	
1993-012T17:18:36.800	16.799	15.370	
1993-012T20:24:56.600	16.799	15.370	
1993-033T21:24:26.700	16.799	15.370	
1993-012T16:49:34.700	15.260	15.370	
1993-012T17:53:41.800	15.260	15.370	
1993-012T20:51:36.800	7.4520	15.370	
1993-012T17:19:25.300	15.260	15.370	
1993-033T20:59:01.500	16.799	15.370	
1993-012T17:10:29.800	8.5910	15.370	
1993-012T17:02:53.200	16.799	15.370	
1993-012T17:50:52.500	15.260	15.370	
1993-012T17:29:54.300	16.799	15.370	
1993-012T21:09:18.500	15.260	15.370	
1993-012T20:10:01.300	15.260	15.370	
1993-012T17:12:36.900	10.869	15.370	
1993-033T21:24:50.800	15.260	15.370	
1993-033T20:44:05.800	15.260	15.370	
1993-012T17:26:16.600	16.799	15.370	
1993-012T20:18:29.500	16.799	15.370	
1993-033T21:11:10.800	7.4520	15.370	
1993-033T20:57:48.800	16.799	15.370	
1993-012T20:08:45.600	16.348	15.360	
1993-012T17:22:35.700	16.348	15.360	
1993-012T16:53:57.800	16.348	15.360	
1993-033T20:42:01.700	16.348	15.360	
1993-012T20:18:50.600	16.348	15.360	
1993-012T16:52:45.100	16.348	15.360	
1993-012T20:10:22.400	14.660	15.360	
1993-012T17:31:52.200	14.660	15.360	
1993-033T20:53:19.600	14.660	15.360	
1993-012T20:28:55.600	14.660	15.360	
1993-012T17:23:24.100	16.348	15.360	
1993-012T20:32:09.100	16.348	15.360	
1993-033T20:33:33.300	14.660	15.360	
1993-012T20:20:57.600	17.444	15.350	
1993-033T20:29:34.200	10.962	15.350	
1993-012T20:43:02.500	8.2780	15.350	
1993-012T16:50:44.200	17.004	15.350	
1993-012T16:50:26.100	6.9900	15.350	
1993-012T17:20:10.500	17.004	15.350	
1993-012T17:40:44.500	17.004	15.350	
1993-012T20:15:43.100	12.831	15.340	
1993-012T21:21:21.400	5.5960	15.340	
1993-012T17:12:12.700	12.831	15.340	
1993-033T20:21:05.800	20.291	15.340	
1993-033T21:18:26.600	12.831	15.340	
1993-012T20:31:51.000	15.514	15.310	
1993-012T17:36:24.500	15.514	15.310	
1993-033T21:27:43.400	15.514	15.310	
1993-012T20:18:56.600	15.514	15.310	
1993-012T17:53:20.700	15.514	15.310	
1993-033T20:16:18.300	15.514	15.310	
1993-033T21:24:29.800	15.514	15.310	
1993-033T20:59:52.900	15.514	15.310	
1993-012T19:49:02.900	24.534	15.310	
1993-033T21:20:27.600	15.514	15.310	
1993-012T17:01:19.400	15.514	15.310	
1993-033T21:00:41.300	15.514	15.310	
1993-012T21:06:08.000	15.514	15.310	
1993-033T21:00:17.100	15.514	15.310	
1993-033T20:32:20.600	11.378	15.310	
1993-033T20:44:57.200	15.514	15.310	
1993-012T20:49:11.600	15.514	15.310	
1993-012T17:02:07.800	15.514	15.310	
1993-033T20:19:32.000	15.514	15.310	
1993-012T16:51:35.700	6.4320	15.310	
1993-012T16:51:56.800	9.0710	15.310	
1993-012T16:49:37.700	15.514	15.310	
1993-033T20:15:54.100	15.514	15.310	
1993-012T20:57:15.500	15.514	15.310	
1993-012T20:34:40.400	15.514	15.310	
1993-012T21:21:27.500	15.514	15.310	
1993-033T20:56:39.300	15.514	15.310	
1993-012T17:11:48.500	15.514	15.310	
1993-012T17:29:02.800	15.704	15.300	
1993-012T17:19:04.000	14.721	15.300	
1993-012T20:10:04.300	14.721	15.300	
1993-012T20:39:03.600	13.954	15.300	
1993-012T20:11:10.800	15.704	15.300	
1993-012T20:14:48.600	15.704	15.300	
1993-012T17:20:58.900	15.704	15.300	
1993-033T21:27:43.400	14.721	15.300	
1993-012T16:52:24.100	13.954	15.300	
1993-012T20:20:51.600	15.704	15.300	
1993-012T17:06:03.600	15.704	15.300	
1993-033T20:50:30.100	15.704	15.300	
1993-012T17:06:58.100	14.721	15.300	
1993-012T20:17:44.000	14.721	15.300	
1993-012T16:55:16.500	14.721	15.300	
1993-012T18:00:30.200	15.704	15.300	
1993-012T16:55:58.700	15.704	15.300	
1993-012T20:33:21.800	15.704	15.300	
1993-012T17:59:47.800	14.721	15.300	
1993-012T20:31:20.800	15.704	15.300	
1993-012T17:15:23.300	8.2970	15.290	
1993-012T20:30:35.400	14.763	15.290	
1993-033T20:13:25.900	14.763	15.290	
1993-012T17:24:39.800	14.763	15.290	
1993-012T20:38:36.300	13.064	15.290	
1993-012T20:38:15.100	14.763	15.290	
1993-012T17:34:44.700	14.763	15.290	
1993-012T17:01:37.500	7.5220	15.290	
1993-012T20:19:20.800	9.5520	15.290	
1993-033T20:23:09.900	9.5520	15.290	
1993-012T16:58:27.000	8.2970	15.290	
1993-012T16:48:22.100	14.763	15.290	
1993-012T17:41:14.800	9.5520	15.290	
1993-012T20:20:09.300	9.5520	15.290	
1993-033T20:20:41.600	17.328	15.280	
